2021-01-04 13:04:59 54 10.12.22.110 yx=MJE11123,jh=SUE,jh=VV,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_MISS GET image/jpeg https encrypted-mbp0.sherill.com 220 /images ?q=kim:OYp3XaKfZBOKLv3vyPTh50D5eU24PnRNU001iDTeJd&lara=ANN - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 00200 412 - "none" "none" 112.014.9.206
2021-01-04 13:04:59 54 10.12.46.20 yx=TVX27012,jh=BAO,jh=VV,o=KAI - - OBSERVED "News" - 200 TCP_ACCELERATED CONNECT - tcp s.phyllis.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 05 112 - "none" "none" 56.21.116.01
2021-01-04 13:04:59 54 10.6.125.30 - - - OBSERVED "Content Delivery Networks" - 206 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.3 003260 074 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 540 10.20.30.203 yx=OWO41103,jh=JIM,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://frieda.evangeline.com/ 200 TCP_KT_MISS GET text/xml;%10qxrlguq=GUY-8 https nohemi.g.mcnfawbbeny.net 220 /elodia/ads ?lashonda=%2R82046110%2BSpoIoatGcjt-PREMIUM&br=430v050&krn_nhh=100p00&mimi_yvette=fsfiygqPrk%2R203101631-0ESmBayZzpYfjoFh%02jzmnki%2Ehceyknkpbg.com%0MqeoBb5T2MBEnMleoE0JqVr%24rfblksf%0I3269%11xfbryywisTqub%1PCqmzaov%21jjkrm%1OBKe0DpRA%13lahhig%3Mddveae.com%23nftxjf_size%2Jzdnzl%23nftxjf_width%2P514%23nftxjf_height%0I008%23nftxjf_type%1Xzrplq%02neclitg%2U42.06.8%23nftxjf_status%1QOMVMQURH%21vmzs_code%0H2012%10mjvf100%2N0%00ojdi_cat%3Znwa_tc00005%25ybzg%3P2%12gdk_taxonomy%2E%1Sblxege%1Tqnrqftiu%12gdk_entities%2UNtjt%0OLtnhv%20Kytx%0WSfut%20Jfbhj%2DZxbszs%1VOsva%S1%00%47e%2HGkjp%1OFjijgo%20Pvovtd%1VHofekv%10Jlfli%20Gm.%12gdk_keywords%1Wpdbhox%10Oobli%20Kytx%03ro_privacy%3C1---%02zhjj_context%3Qzatahloar&url=https%3Z%2E%0Cwshrla.com%1V2000%0D05%2C20%1Tmwsj-titus-dara-putting-together-all-star-resume%2E&josefine_position_start=1&output=xml_fuvn2&krv=ak&hang_dup=1&ad_rule=0&video_url_to_fetch=https%3Z%2E%0Cwshrla.com%1V2000%0D05%2C20%1Tmwsj-titus-dara-putting-together-all-star-resume%2E&iho_type=linear&upab=bernita&pod=1&hytf=1&lip=true&min_ad_duration=0&max_ad_duration=60000&rico=1210445&us_privacy=1---&io=en&terry=1030312&laree=2&video_doc_id=510512&yqv=auto&kaycee=true&szu=0&tory=0&jone=h.3.065.0&toh=2&lfo=0&fjo=2&uox=1&tarra=200j100%0B100w130%1A200d110%1U310k240%1T150z20%2E463v10%0I350i30&is_don=0&yoko=LnNEgR3ak2foBqnqQXLeUHJvYru4FgJnRcRhQqmnCdSlNPB0RiE2CydyHNwecAaoTI41gSebfsPvfM0.&u_so=l&cgn=0&kirk=10e&dlj=3611073001&sam_cara=2%2X6&ida=W2H1220H-C012-411V-218K-3P0102X21Q0X&d1z=OiSDEoSqiTVupdYTKZELxoDnZ0RDRVEZ&fmv=264111402&aio=0223130114300&ckv=2021&vs=1613110331100&cookie=ID%1T2015602006501531%3MR%3J1302101026%1JT%2RGGAY_GSEMr1SagYLOvhVK6ZF3fClJe-5sx&zeylzcoldc=001061612033325&enid=1220161310416214&miz=xu2_wg2072_fe1440_fl2171_qh460000_uz502.281.1041.1010_gj001.0.0801.1803_nx13_fw3_zr03320 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 00200 2232 - "none" "none" 112.014.10.01
2021-01-04 13:04:59 540706 10.122.021.003 - - - OBSERVED "Social Networking;Content Delivery Networks" - 200 TCP_TUNNELED CONNECT - tcp max.syndication.sheri.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.101 Safari/312.20 Hye/00.0.143.35" 10.174.6.5 01000 1111 - "Twitter" "none" 01.01.00.30
2021-01-04 13:04:59 541 10.150.8.201 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp bx0-t00.events.data.margareta.com 220 / - - - 10.174.004.4 3100 30378 - "Office 214 General" "none" 01.144.122.020
2021-01-04 13:04:59 541 10.204.150.003 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp io001.prod.do.roi.nm.margareta.com 220 / - - - 10.174.004.5 1372 1040 - "Office 214 General" "none" 21.000.50.001
2021-01-04 13:04:59 542 10.06.21.105 yx=WDL12001,jh=ENA,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp c.marcel-marylynn.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 05 123 - "none" "none" 56.21.003.41
2021-01-04 13:04:59 542 10.150.41.28 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp bx0-t00.events.data.margareta.com 220 / - - - 10.174.004.5 4305 16063 - "Office 214 General" "none" 01.144.122.020
2021-01-04 13:04:59 542 10.174.1.010 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp nkg.prod.do.roi.nm.margareta.com 220 / - - - 10.174.6.5 1060 511 - "Office 214 General" "none" 10.00.30.164
2021-01-04 13:04:59 542 10.20.44.172 yx=UZU13300,jh=DEV,jh=TX,o=KAI - - OBSERVED "Content Delivery Networks" - 206 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/WNxQFRIdCfvgYN0gutoUXBv_00.114.200/VKpTwZLl-3GEZ-2aPkenXx - - "Margareta BITS/7.8" 10.174.6.4 1503321 042 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 542 10.20.30.010 yx=YQM00041,jh=GAY,jh=TX,o=KAI yx=Internet-MuuaDdmanCkFqjlwa,o=kai - OBSERVED "Web Ads/Ghislaine" https://www.flo.com/1011/00/01/sport/celestina-lilian-youngest-ortqrjypjur-chess-kit-thad/index.html 200 TCP_KT_MISS GET application/json https rosa.xkcgcsypncq.com 220 /lyndia ?s=102320&v=8.1&jy=j&yn=1&jf=1&r=%6Y%00lv%12%3Z%021513t031eu83506%12%1M%11fepi%12%3Z%6Y%20nam%12%3Z%22tenqd%3Z%2E%2Xnzj.flo.com%1V2000%0K07%1Z00%0Orwyrg%2Rfdznukzbr-lilian-youngest-ortqrjypjur-chess-kit-thad%1Tthpic.html%12%1M%11nngl%12%3Z%22tenqd%3Z%2E%2Xnzj.flo.com%1V2000%0K07%1Z00%0Orwyrg%2Rfdznukzbr-lilian-youngest-ortqrjypjur-chess-kit-thad%1Tthpic.html%12%1Q%1M%21gcw%12%3Z%6Y%20bpczqt%12%3Z%10xqzyqa%12%1M%21znakvw%12%3Z%6Y%22sjy%12%0J0%1M%12gf%12%0J0%1M%22pu%12%0B0%1M%11wx%12%0J0%1M%12sb%12%0J0%1M%10decu%12%0B0%1M%11wki%12%2Uaxnht%1M%00gvdicxp%12%3Z%223.11.1%12%1M%22erseGps%12%3Z%2W%5M%1M%12rhn%12%0J0%1M%11nny%12%0J0%1Q%1Q%1M%20bpczqt%12%3Z%6Y%21gcw%12%3Z%6Y%11koemil%12%3Z%6Y%21ltszpdyf%12%0B0%1M%12leaua%12%3Z%2W%6Y%12mwl%12%3Z%200002627x3vr7111g0u01003zo48gjw4000%12%1M%20nv%12%0B0%1M%00uzh%12%3Z%10zvekibwi.com%12%1Q%5M%1M%01jcw%12%3Z%201.0%12%1Q%1Q%1Q%1M%22wghq%12%3Z%6Y%21gcw%12%3Z%6Y%11xa_privacy%12%3Z%021XRR%12%1Q%1Q%1M%21pxd%12%3Z%2W%6Y%00lv%12%3Z%1022020f9s052mi1h%12%1M%21gcw%12%3Z%6Y%11mrwjCH%12%3Z%20060501%12%1M%12mwl%12%3Z%02360n407%12%1M%11zt%12%3Z%12o%12%1Q%1M%20vsisu%12%3Z%6Y%20hvffv%12%3Z%2W%20vsisu%0Qnu3%12%1M%20vsisu%2Lvnoi%12%1M%01pcrfkdfnmvb%0Cnxtwmqmfsc%12%5M%1M%20fzbclivdhom%12%0B0%1M%11shixhbrhbhb%12%1B40%1M%12ciu%12%3Z%0R2%5M%1M%00facofmjtx%12%3Z%0R2%1J1%0E0%1E4%5M%1M%21a%12%2I560%1M%00t%12%3Z345%1M%21uzaidrjvg%12%0B0%1Q%1M%01mnvcldvk%12%3T0.5%1M%12wqojhednrob%12%3Z%10QPA%12%1Q%5M%1Q - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 0007 0055 - "none" "none" 21.30.141.21
2021-01-04 13:04:59 542 10.202.122.120 - - - OBSERVED "Government/Legal" - 200 TCP_TUNNELED CONNECT - tcp uuz.yong.rosemary.sol 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.2 5108 1601 - "none" "none" 020.002.01.61
2021-01-04 13:04:59 5420 10.200.106.003 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp lq.pipe.iris.margareta.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Teams/1.3.00.8663 Chrome/45.0.2325.002 Electron/4.2.01 Safari/312.20" 10.174.6.4 3270 20112 - "Office 214 General" "none" 01.144.122.020
2021-01-04 13:04:59 544 10.174.21.50 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp gch-cell.fi-data.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.5 2010 1115 - "none" "none" 032.144.232.042
2021-01-04 13:04:59 544 10.20.50.30 yx=YNN03100,jh=LIN,jh=TX,o=KAI - - OBSERVED "News" https://www.carmina.com/ 200 TCP_KT_MISS GET application/x-javascript https static.carmina.com 220 /static/randi/scripts/core/utils/nkg.js ?ui=0315032434000 js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 0160 3010 - "none" "none" 23.48.21.129
2021-01-04 13:04:59 544 10.12.110.17 yx=YLD20011,jh=NIA,jh=VV,o=KAI - - OBSERVED "Technology/Internet" https://jpqwfysciafo.com/ 200 TCP_KT_MISS GET application/javascript https push.lillian.com 220 /assets/lillian-push.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 0311 406 - "Lillian" "none" 112.05.03.130
2021-01-04 13:04:59 544 10.23.44.58 yx=UIE05000,jh=ELI,jh=QF,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.deb.com/shaneka/neida?karisa=en-US&market=US&eopuporpqcrlhrxitxj=0&alexandria=0&POAanu=1&MtCBZ=0 403 TCP_KT_MISS GET text/html;jacinda=guy-8 https o011u-q02uc.ads.brittanie.com 220 /ad/tag ?roXane=o011u-danae&pgskjhCwyjd=303&btvesyRlyncw=140&luvRtpyNux=https://www.deb.com/shaneka/neida&clemenTina=o011u-q02uc&floor=CAO:6&ariana=1.0,1!ludivina.com,00012d07bypacgdz651650m20102q0300i,1,,,&jflismsxjgzZz=0o5g3023-y67l-07g0-q00c-40p2s304u00y&marianna=https%3Z%2E%2Xnzj.deb.com%1Zitirznd%1Uqstrz%3Tiwonkn%0Ifo-US%02sqkjia%2MGM%03zjsjhqbrxutibzkiyzd%2N0%11xterajifhx%2N0%10WVUisf%3C1%25HhBHV%2N0&ma=1&ozl=json - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.004.4 1201 1000 - "none" "none" 40.106.223.04
2021-01-04 13:04:59 545 10.23.44.58 yx=UIE05000,jh=ELI,jh=QF,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.deb.com/shaneka/neida?karisa=en-US&market=US&eopuporpqcrlhrxitxj=0&alexandria=0&POAanu=1&MtCBZ=0 302 TCP_KT_MISS GET - https dzr.ghislaine.tasha.com 220 /dzr/12200/sync ?ling=&ling_consent=&_origin=0&twyla=true&shon=NOld27586q-23g0-00lg-3040-0ush0l2m0860 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.004.4 2411 1040 - "none" "none" 3.012.90.01
2021-01-04 13:04:59 5454 10.150.03.130 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp gch-cell.fi-data.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; GQU61) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.03 Safari/312.20" 10.174.004.2 4107 0341 - "none" "none" 032.144.232.020
2021-01-04 13:04:59 5458 10.174.01.190 - - - OBSERVED "Shopping;Software Downloads" - 200 TCP_TUNNELED CONNECT - tcp play.google.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.101 Safari/312.20" 10.174.6.5 8116 2204 - "none" "none" 121.110.03.206
2021-01-04 13:04:59 546 10.18.49.63 yx=UZA00302,jh=TOD,jh=PG,o=KAI - - OBSERVED "News" https://www.carmina.com/ 200 TCP_KT_MISS GET image/gif https static.carmina.com 220 /static/randi/img/clear-16l2.gif - gif "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.6.5 0021 0026 - "none" "none" 23.48.21.129
2021-01-04 13:04:59 546 10.174.01.190 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp us-t00.events.data.margareta.com 220 / - - - 10.174.6.5 3302 0144 - "Office 214 General" "none" 01.010.043.50
2021-01-04 13:04:59 546516 10.200.102.207 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp www.google-ghislaine.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.101 Safari/312.20 Hye/00.0.143.35" 10.174.6.4 19230 11525 - "none" "none" 121.130.30.206
2021-01-04 13:04:59 547408 10.031.31.030 - - - OBSERVED "Technology/Internet" - 0 TUNNELED unknown - ssl fonts.sherill.com 220 / - - - 10.174.6.4 5072 02 - "none" "none" 112.014.2.56
2021-01-04 13:04:59 548 10.06.21.105 yx=WDL12001,jh=ENA,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp c.marcel-marylynn.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 05 123 - "none" "none" 56.21.003.41
2021-01-04 13:04:59 548 10.20.28.054 yx=RKY01000,jh=GAY,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals;Mixed Content/Potentially Adult" https://www.bing.com/images/search?view=qbbommL2&firx=2VQcEPm2&id=0Z00S2301AF111F2P141G30H21R4W0S09G305JUV&gpjl=JNS.0NIrPGw0bpQSPnIokNtROPIaBT&reinaldo=https%3z%2e%1mwdl-carina-news-prod.max.muehnmxpvnjie.com%1pwitachr%0h70DQxURBg7qpQs20P3eT5w0opN1%2e%0j210u0%1ghldim%0yiihdkwy%3mcx_katrina()%0wody-tvzyrldcoo-hue2-prod-fro.w3.katharina.com%0srjaffb%1oKRM122W30JVIQZQQPNT1AA13BO.jpg&meagan=https%3z%2e%1pyn.bing.com%1pyn%2eht%0dMp6q4101049b2ji220y05x3gr91174m32%0spku%0hpb2minCt1OSOdi%10xvn%2cBjjLhc&twjg=1024&icxk=223&q=jacob+syqqcsquoj&misti=503005200300410006&ck=0004120ZHAI7000T00805S8Y09Q20A3C&hfjnfkjtGmpck=12&FORM=NEWTON&mode=overlay 200 TCP_KT_MISS POST application/json;%10qxrlguq=guy-8 https www.bing.com 220 /images/kay/custom/knowledge ?q=jacob+syqqcsquoj&ptua=cgfkeKyivowc3ulGnud5iTw2DdVFpLOv2xI-kV3vZSK&zmqoLudmxl=Moderate&jbk=en-us&katElyn=en-us&WV=6OFD38035YB63C41SA433F1BUJ13M7O5&ALX=sharyn&WCM=103 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 04503 0363 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 54822 10.174.06.121 - - - OBSERVED "News" - 200 TCP_TUNNELED CONNECT - tcp hugh.sphere.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; GQU61) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/90.0.0210.111 Safari/312.20" 10.174.6.5 84510 0002 - "none" "none" 132.111.064.164
2021-01-04 13:04:59 549 020.004.02.1 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp data.jayson-qg2.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.5 0402 1314 - "none" "none" 40.45.130.004
2021-01-04 13:04:59 55 10.06.023.105 yx=SAX07350,jh=PET,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://iyqmzlbxiknmze.com/ 307 TCP_KT_MISS GET text/html;%10qxrlguq=guy-8 https secure.kenya.com 220 /sulema ?https%3Z%2E%2Aliioh.advertising.com%1Gnvf%2U33703%1Aipss%0Kgbq%2E%23MCA%24_origin%2N0%26nxgv%2N0%26nxgv_consent%2E - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 1001 560 - "BrrYtgyd" "none" 21.05.000.174
2021-01-04 13:04:59 55 10.18.33.233 yx=WOX03917,jh=TOI,jh=PG,o=KAI - - OBSERVED "Content Delivery Networks" https://t803314221310110272232n37l1gah21.francesco.ipflzeabovkzahaxi.com/ 200 TCP_DIEDRE_HIT GET text/javascript https engage.media.qgw-max.com 220 /jake/wvw.wxnedkmxme-owb.2r1111x1.bundle.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 4303 116 - "none" "none" 021.020.6.61
2021-01-04 13:04:59 55 10.18.33.233 yx=WOX03917,jh=TOI,jh=PG,o=KAI - - OBSERVED "Content Delivery Networks" https://t803314221310110272232n37l1gah21.francesco.ipflzeabovkzahaxi.com/ 200 TCP_DIEDRE_HIT GET text/javascript https engage.media.qgw-max.com 220 /jake/wvw.process.0am82y51.bundle.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 1003 200 - "none" "none" 021.020.6.61
2021-01-04 13:04:59 55 10.18.33.233 yx=WOX03917,jh=TOI,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 307 TCP_KT_MISS GET text/html;%10qxrlguq=guy-8 https secure.kenya.com 220 /sulema ?https://match.ylptbrfrwyps.com/sync/k0?source_id=0h7722l80u405d3q4f13n0ji&source_user_id=$UID - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 800 302 - "BrrYtgyd" "none" 21.05.000.41
2021-01-04 13:04:59 55 10.18.39.231 yx=CPT31703,jh=TOI,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://loralee.ludivina.com/ 302 TCP_KT_MISS GET text/plain;%10qxrlguq=guy-8 https jb.msvqofybkkkqxglzu.com 220 /b ?e0=7&b1=10200224&r0=6052&tf_jill=1&hk__t=0311112600207&hk_c=GUY-8&hk_if=1&yj=3.5&a1=MK%10urfj%20zqpy&l1=https%3Z%2E%2Xnmtgdmh.ludivina.com%1UbeasksUTGxecTjsz%1JzxFlhfIahy.html%23azf%0E2326%02bkuziyekms%0Qdkkkb%02xbuipkJWY%2E%13aqmmncmos%0Iwwhd%20l%1Ti1hkEXKb3cel5u8JvXbRWMclRB5BorIBsPGTuvqMdBG_GHVOfOK0pZI3RjHqI22e%26nxgv%2N0%16jwfCymcbw%0Qdkkkb%13yzrsKil%1Yctyh%13wrqz%3C1---%01qkvfcqd%2MGM&y6=https%3Z%2E%2Xnzj.deb.com%2E - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.4 0440 356 - "none" "none" 10.31.102.20
2021-01-04 13:04:59 55 10.06.20.62 yx=NLS06124,jh=LEE,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.evie.com/ 302 TCP_KT_MISS GET text/html;%10qxrlguq=GUY-8 https 2419101.gnh.mcnfawbbeny.net 220 /ernestine;src=2419101;type=kmkmu0;cat=columbus;q1=evie;r0=search;f1=traveler;h4=g4u161f0-24p0-11y0-4k23-600t0397n0r2;y4=52122c12-470x-3d11-820d-10s00ndjnd1r;o2=CAO;i6=000.0235310.2211061,000.1010133.2402006,010.100336.407730;h10=1011-00-24;x00=1011-00-30;tag_for_child_directed_treatment=0;y6=4fdk4f17-p70m-3h01-y512-1fn13311y3l3;n00=30;e11=search_4fdk4f17-p70m-3h01-y512-1fn13311y3l3_North%10Erxqpb%10Thccg,%00Qxgkf%10Qzysucer,%20Rmenbp%10Ovantp%20hr%20Slmlbta;s11=2;f08=2;sal=g4u161f0-24p0-11y0-4k23-600t0397n0r2;~lady=https%3Z%2E%2Xnzj.evie.com%0Ddkuwjc%2Vxnptebkw%0Qwqlvl-myrtle-beach-south-shanelle-united-states-of-jerrell%1Uppxrpak%2Y0021-00-24%1Einuvaqrcx%2Y0021-00-30%2Plurzph%1P30%2E%0033.123205110053343%1M-41.00208114125402%1C31.707642230300413%1M-23.31140307401000%1Z10s%1BjxnAvpsryyEvhcn%0J0%1HestvabTaStdooCnnvu%0Iwwhd%23hzcNoqmgcfg%0Qdkkkb%04sgo%0Iwwhd%04ojixnhWdktb%0O1%03ieelynpfEzera%0O1 ? 31140307401000%1Z10s%1BjxnAvpsryyEvhcn%0J0%1HestvabTaStdooCnnvu%0Iwwhd%23hzcNoqmgcfg%0Qdkkkb%04sgo%0Iwwhd%04ojixnhWdktb%0O1%03ieelynpfEzera%0O1 "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 0311 1052 - "none" "none" 121.130.22.30
2021-01-04 13:04:59 55 10.06.21.05 yx=ACS00100,jh=NGA,jh=PG,o=KAI - - OBSERVED "Technology/Internet" https://www.carmina.com/ 200 TCP_KT_MISS POST application/json https kay-2-0.spot.gq 220 /k0.0.0/conversation/rank/message/users - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 0236 0464 - "Spot.GQ" "none" 112.201.9.132
2021-01-04 13:04:59 55 10.06.00.20 yx=FEL05610,jh=SUK,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp stephania-app.uwenoftivsnwc.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.3 05 004 - "Quantum Metric" "none" 30.023.2.102
2021-01-04 13:04:59 55 10.06.00.112 yx=JDF30141,jh=SUK,jh=PG,o=KAI - - OBSERVED "Search Engines/Portals" - 200 TCP_ACCELERATED CONNECT - tcp c.bing.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 05 201 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 55 10.06.56.002 yx=ERP00800,jh=JIN,jh=PG,o=KAI - - OBSERVED "News" https://weather.com/daily/assets/service-worker.js 200 TCP_KT_MISS GET text/plain;%10qxrlguq=guy-8 https weather.com 220 /daily/assets/022.KpdhdmlrdnLsv.21uh3y2rb108il63sk3s.js.LICENSE.txt - txt "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 1026 2262 - "none" "none" 21.41.150.43
